Feature,Precision,Recall
the,0.4996715928,0.5708122304
the / DT,0.4996715928,0.5708122304
theater,0.6315789474,0.0067529544
theater / NN,0.6315789474,0.0067529544
theaters,0.5,0.0011254924
theaters / NNS,0.5,0.0011254924
theatre,0.4444444444,0.0007503283
theatre / NN,0.4444444444,0.0007503283
theatrical,0.6,0.0011254924
theatrical / JJ,0.5714285714,0.0007503283
their,0.4007490637,0.0200712812
their / PRP$,0.4007490637,0.0200712812
them,0.532967033,0.0181954605
them / PRP,0.532967033,0.0181954605
thematic,0.6666666667,0.0011254924
thematic / JJ,0.6666666667,0.0011254924
thematically,0.4,0.0003751641
thematically / RB,0.4,0.0003751641
theme,0.3333333333,0.0011254924
theme / NN,0.3333333333,0.0011254924
themes,0.2608695652,0.0011254924
themes / NNS,0.2608695652,0.0011254924
themselves,0.4545454545,0.002813731
themselves / PRP,0.4545454545,0.002813731
then,0.640776699,0.0123804164
then / RB,0.640776699,0.0123804164
theory,0.6,0.0005627462
theory / NN,0.6,0.0005627462
therapy,0.6,0.0005627462
therapy / NN,0.6,0.0005627462
there,0.5829596413,0.0487713375
there / EX,0.5885286783,0.0442693678
there / RB,0.56,0.0052522979
these,0.4745762712,0.0105045958
these / DT,0.4745762712,0.0105045958
thesis,0.4,0.0003751641
thesis / NN,0.4,0.0003751641
they,0.5601659751,0.0253235791
they / PRP,0.5601659751,0.0253235791
thick,0.4,0.0007503283
thick / JJ,0.4,0.0007503283
thin,0.8965517241,0.0048771337
thin / JJ,0.8965517241,0.0048771337
thing,0.7111111111,0.0180078784
thing / NN,0.7111111111,0.0180078784
things,0.6930693069,0.0131307447
things / NNS,0.6930693069,0.0131307447
think,0.5632183908,0.0091915213
think / VB,0.5961538462,0.0058150441
think / VBP,0.5,0.0031888951
thinking,0.652173913,0.002813731
thinking / VBG,0.6363636364,0.0026261489
thinks,0.8125,0.0024385669
thinks / VBZ,0.8125,0.0024385669
third,0.6153846154,0.0015006565
third / JJ,0.5833333333,0.0013130745
this,0.5374198147,0.1414368786
this / DT,0.5374198147,0.1414368786
thomas,0.3333333333,0.0003751641
thomas / NNP,0.3333333333,0.0003751641
thornberrys,0,0
thornberrys / NNPS,0,0
thoroughly,0.4848484848,0.0030013131
thoroughly / RB,0.4848484848,0.0030013131
those,0.408045977,0.0133183268
those / DT,0.408045977,0.0133183268
though,0.4303797468,0.0127555806
though / IN,0.4326241135,0.0114425061
though / RB,0.4117647059,0.0013130745
thought,0.5384615385,0.0039392234
thought / NN,0.3846153846,0.0009379103
thought / VBD,0.6315789474,0.0022509848
thought / VBN,0.5714285714,0.0007503283
thought-provoking,0.15,0.0005627462
thought-provoking / JJ,0.15,0.0005627462
thoughtful,0.1142857143,0.0007503283
thoughtful / JJ,0.1142857143,0.0007503283
thoughts,0.4,0.0003751641
thoughts / NNS,0.4,0.0003751641
thousands,0.1428571429,0.0001875821
thousands / NNS,0.1428571429,0.0001875821
threat,0.8,0.0007503283
threat / NN,0.8,0.0007503283
three,0.5396825397,0.0063777903
three / CD,0.5396825397,0.0063777903
thrill,0.125,0.0001875821
thrill / NN,0.1428571429,0.0001875821
thriller,0.4341085271,0.0105045958
thriller / NN,0.4341085271,0.0105045958
thrillers,0.2222222222,0.0003751641
thrillers / NNS,0.2222222222,0.0003751641
thrilling,0.4285714286,0.0011254924
thrilling / NN,0.5,0.0007503283
thrills,0.6666666667,0.0030013131
thrills / VBZ,0.6666666667,0.0030013131
through,0.54,0.0202588633
through / IN,0.5306122449,0.019508535
throughout,0.3448275862,0.0018758207
throughout / IN,0.3448275862,0.0018758207
throw,0.5714285714,0.0007503283
throw / VB,0.4,0.0003751641
throwaway,0.8,0.0007503283
throwback,0.6,0.0005627462
throwback / NN,0.6,0.0005627462
throwing,0.4444444444,0.0007503283
throwing / VBG,0.4444444444,0.0007503283
thrown,1,0.0013130745
thrown / VBN,1,0.0013130745
throws,0.6,0.0011254924
throws / VBZ,0.6,0.0011254924
thumbs,0.625,0.0009379103
thumbs / NNS,0.5,0.0005627462
ticket,0.4,0.0007503283
ticket / NN,0.4,0.0007503283
ties,0,0
ties / NNS,0,0
tight,0.2857142857,0.0003751641
tight / JJ,0.2857142857,0.0003751641
time,0.5271084337,0.0328268618
time / NN,0.5304878049,0.0326392797
timeless,0.2857142857,0.0003751641
timeless / JJ,0.2857142857,0.0003751641
timely,0.0833333333,0.0001875821
timely / JJ,0.0833333333,0.0001875821
times,0.4479166667,0.0080660289
times / NNS,0.4565217391,0.0078784468
timing,0.3636363636,0.0007503283
timing / NN,0.3636363636,0.0007503283
tiny,0.1428571429,0.0001875821
tiny / JJ,0.1428571429,0.0001875821
tired,0.875,0.0052522979
tired / JJ,0.875,0.0052522979
tiresome,0.9375,0.002813731
tiresome / JJ,0.9375,0.002813731
title,0.8,0.0105045958
title / NN,0.8,0.0105045958
titled,1,0.0009379103
titled / VBN,1,0.0009379103
titles,0.5,0.0005627462
titles / NNS,0.5,0.0005627462
titular,0.8,0.0007503283
titular / JJ,0.8,0.0007503283
to,0.5315262227,0.3383980491
to / TO,0.5315262227,0.3383980491
toback,0.6,0.0005627462
today,0.4285714286,0.0016882386
today / NN,0.4285714286,0.0016882386
todd,0.5,0.0007503283
todd / NNP,0.5,0.0007503283
together,0.417721519,0.0061902082
together / RB,0.4210526316,0.0060026261
toilet,1,0.0011254924
toilet / NN,1,0.0011254924
told,0.4054054054,0.002813731
told / VBD,0.2941176471,0.0009379103
told / VBN,0.5,0.0018758207
tom,0.5714285714,0.0022509848
tom / NNP,0.5714285714,0.0022509848
tone,0.4081632653,0.0037516413
tone / NN,0.4081632653,0.0037516413
tones,0.3333333333,0.0003751641
tones / NNS,0.3333333333,0.0003751641
tongue-in-cheek,0,0
tongue-in-cheek / JJ,0,0
tony,0.6666666667,0.0007503283
too,0.7763157895,0.0553367098
too / RB,0.7763157895,0.0553367098
took,0.6153846154,0.0015006565
took / VBD,0.6153846154,0.0015006565
top,0.4117647059,0.0013130745
top / JJ,0.2,0.0003751641
top / NN,0.7142857143,0.0009379103
top-notch,0.1666666667,0.0001875821
top-notch / JJ,0.1666666667,0.0001875821
topic,0.3333333333,0.0005627462
topic / NN,0.3333333333,0.0005627462
topical,0.6,0.0005627462
topical / JJ,0.6,0.0005627462
tortured,0.5,0.0007503283
tortured / JJ,0.5,0.0007503283
tosca,0,0
tossed,0.6666666667,0.0007503283
tosses,0.6,0.0005627462
total,0.8333333333,0.0018758207
total / JJ,0.8333333333,0.0018758207
totally,0.6153846154,0.0015006565
totally / RB,0.6153846154,0.0015006565
touch,0.3333333333,0.0016882386
touch / NN,0.3888888889,0.0013130745
touch / VB,0.2222222222,0.0003751641
touched,0.2222222222,0.0003751641
touched / VBN,0.2222222222,0.0003751641
touches,0.3333333333,0.0007503283
touches / NNS,0.2857142857,0.0003751641
touches / VBZ,0.4,0.0003751641
touching,0.0888888889,0.0007503283
touching / JJ,0.0344827586,0.0001875821
touching / VBG,0.1875,0.0005627462
tough,0.55,0.0020634027
tough / JJ,0.55,0.0020634027
tour,0,0
tour / NN,0,0
tout,0.75,0.0011254924
tout / VB,0.8571428571,0.0011254924
toward,0.7,0.0026261489
toward / IN,0.7,0.0026261489
towards,0.6,0.0005627462
towards / IN,0.6,0.0005627462
town,0.1666666667,0.0001875821
town / NN,0.1666666667,0.0001875821
track,0.8,0.0007503283
track / NN,0.8,0.0007503283
trademark,0.4444444444,0.0007503283
trademark / NN,0.4444444444,0.0007503283
tradition,0.2727272727,0.0005627462
tradition / NN,0.2727272727,0.0005627462
traditional,0.25,0.0005627462
traditional / JJ,0.25,0.0005627462
traffic,0.6,0.0005627462
traffic / NN,0.6,0.0005627462
tragedies,0.25,0.0003751641
tragedies / NNS,0.25,0.0003751641
tragedy,0.4117647059,0.0026261489
tragedy / NN,0.4117647059,0.0026261489
tragic,0.375,0.0016882386
tragic / JJ,0.375,0.0016882386
trailer,0.625,0.0009379103
trailer / NN,0.6,0.0005627462
train,0.5,0.0005627462
train / NN,0.5,0.0005627462
transcend,0.1428571429,0.0001875821
transcend / VB,0.1666666667,0.0001875821
transcends,0.0833333333,0.0001875821
transcends / VBZ,0.0833333333,0.0001875821
transformation,0.1666666667,0.0001875821
transformation / NN,0.1666666667,0.0001875821
transforms,0.2,0.0001875821
transforms / VBZ,0.2,0.0001875821
translation,0.5714285714,0.0007503283
translation / NN,0.5714285714,0.0007503283
transporter,0.8333333333,0.0009379103
transporter / NN,0.8333333333,0.0009379103
trapped,0.8181818182,0.0016882386
trapped / VBN,0.8181818182,0.0016882386
trappings,0.7272727273,0.0015006565
trappings / NNS,0.7272727273,0.0015006565
trash,0.5454545455,0.0011254924
trash / NN,0.5454545455,0.0011254924
trashy,0.4444444444,0.0007503283
trashy / JJ,0.4444444444,0.0007503283
travel,0.3333333333,0.0005627462
travel / NN,0.4285714286,0.0005627462
traveler,0.625,0.0009379103
traveler / NN,0.625,0.0009379103
treads,0.8,0.0007503283
treasure,0.3,0.0011254924
treasure / NN,0.2666666667,0.0007503283
treasure / NNP,0.4,0.0003751641
treat,0.1666666667,0.0007503283
treat / NN,0.1052631579,0.0003751641
treat / VB,0.4,0.0003751641
treatment,0.4736842105,0.0016882386
treatment / NN,0.4736842105,0.0016882386
treats,0.5714285714,0.0007503283
treats / VBZ,0.5714285714,0.0007503283
trek,0.5454545455,0.0011254924
trek / NNP,0.5454545455,0.0011254924
tremendous,0.1428571429,0.0001875821
tremendous / JJ,0.1428571429,0.0001875821
triangle,0.75,0.0011254924
triangle / NN,0.8571428571,0.0011254924
tribute,0.375,0.0011254924
tribute / NN,0.375,0.0011254924
trick,0.4285714286,0.0011254924
trick / NN,0.3846153846,0.0009379103
tricks,0.7142857143,0.0009379103
tricks / NNS,0.7142857143,0.0009379103
tried,0.7142857143,0.0009379103
tried / VBD,0.8,0.0007503283
tries,0.7954545455,0.0065653724
tries / VBZ,0.7906976744,0.0063777903
trifle,0.6875,0.0020634027
trifle / RB,0.6875,0.0020634027
trip,0.4736842105,0.0016882386
trip / NN,0.4736842105,0.0016882386
trite,0.9166666667,0.0020634027
trite / JJ,0.9,0.0016882386
triumph,0.2173913043,0.0009379103
triumph / NN,0.2173913043,0.0009379103
troopers,0.7142857143,0.0009379103
trouble,0.5416666667,0.0024385669
trouble / NN,0.5416666667,0.0024385669
true,0.3866666667,0.0054398799
true / JJ,0.3866666667,0.0054398799
truly,0.4680851064,0.0041268055
truly / RB,0.4680851064,0.0041268055
trust,0.5,0.0005627462
truth,0.34375,0.0020634027
truth / NN,0.34375,0.0020634027
truthful,0.2,0.0001875821
truthful / JJ,0.2,0.0001875821
truths,0.6,0.0005627462
truths / NNS,0.6,0.0005627462
try,0.6,0.0033764772
try / VB,0.5789473684,0.0020634027
try / VBP,0.7,0.0013130745
trying,0.6461538462,0.0078784468
trying / VBG,0.6461538462,0.0078784468
tsai,0.0909090909,0.0001875821
tsai / NNP,0.1111111111,0.0001875821
tuck,0.5714285714,0.0007503283
tug,0.4,0.0003751641
tug / NN,0.4,0.0003751641
turkey,1,0.0009379103
turkey / NNP,1,0.0009379103
turn,0.512195122,0.0039392234
turn / NN,0.5333333333,0.0015006565
turn / VB,0.45,0.0016882386
turn / VBP,0.6666666667,0.0007503283
turned,0.7058823529,0.0022509848
turned / VBD,0.8888888889,0.0015006565
turned / VBN,0.5,0.0007503283
turning,0.6363636364,0.0013130745
turning / VBG,0.6363636364,0.0013130745
turns,0.5806451613,0.0067529544
turns / NNS,0.3076923077,0.0007503283
turns / VBZ,0.6530612245,0.0060026261
tuxedo,1,0.0020634027
tuxedo / NN,1,0.0020634027
tv,0.8723404255,0.0076908648
tv / NN,0.8723404255,0.0076908648
twenty,0.6,0.0005627462
twenty / CD,0.6,0.0005627462
twice,0.6,0.0016882386
twice / RB,0.5714285714,0.0015006565
twist,0.5454545455,0.0022509848
twist / NN,0.5454545455,0.0022509848
twisted,0.1666666667,0.0003751641
twisted / JJ,0.1818181818,0.0003751641
twists,0.375,0.0016882386
twists / NNS,0.3913043478,0.0016882386
two,0.4534883721,0.0146314012
two / CD,0.4534883721,0.0146314012
type,0.6666666667,0.0018758207
type / NN,0.6666666667,0.0018758207
types,0.5714285714,0.0007503283
types / NNS,0.5714285714,0.0007503283
typical,0.5,0.0020634027
typical / JJ,0.5,0.0020634027
u,0.5,0.0011254924
u / NNP,0.4444444444,0.0007503283
ugly,0.8148148148,0.0041268055
ugly / JJ,0.8148148148,0.0041268055
ultimate,0.347826087,0.0015006565
ultimate / JJ,0.347826087,0.0015006565
ultimately,0.6,0.0129431626
ultimately / RB,0.6,0.0129431626
um,0.5,0.0011254924
um / NN,0.4285714286,0.0005627462
um / NNP,0.4285714286,0.0005627462
uma,0.2,0.0001875821
un,0.3333333333,0.0009379103
un / NNP,0.3333333333,0.0009379103
una,0.375,0.0011254924
una / NNP,0.375,0.0011254924
unabashedly,0.125,0.0001875821
unabashedly / RB,0.125,0.0001875821
unable,0.7142857143,0.0009379103
unable / JJ,0.7142857143,0.0009379103
unassuming,0.2,0.0001875821
unassuming / JJ,0.2,0.0001875821
unbearable,0.4,0.0003751641
unbearable / JJ,0.4,0.0003751641
unbearably,0.6,0.0005627462
unbearably / RB,0.6,0.0005627462
unbelievable,0.5,0.0005627462
unbelievable / JJ,0.5,0.0005627462
uncanny,0.1666666667,0.0001875821
uncanny / JJ,0.1666666667,0.0001875821
uncertain,0.625,0.0009379103
uncertain / JJ,0.625,0.0009379103
uncomfortable,0,0
uncomfortable / JJ,0,0
uncomfortably,0.7142857143,0.0009379103
uncomfortably / RB,0.7142857143,0.0009379103
uncommonly,0.1666666667,0.0001875821
uncommonly / RB,0.1666666667,0.0001875821
uncompromising,0.1,0.0001875821
uncompromising / JJ,0.1,0.0001875821
unconventional,0.4,0.0003751641
unconventional / JJ,0.4,0.0003751641
unconvincing,1,0.0015006565
unconvincing / JJ,1,0.0015006565
undeniable,0.2222222222,0.0003751641
undeniable / JJ,0.2222222222,0.0003751641
undeniably,0.0909090909,0.0001875821
undeniably / RB,0.0909090909,0.0001875821
under,0.46875,0.005627462
under / IN,0.46875,0.005627462
undercover,0.375,0.0005627462
undercover / JJ,0.375,0.0005627462
undercut,1,0.0009379103
undercut / VBN,1,0.0009379103
underlying,0.2857142857,0.0003751641
underlying / JJ,0.3333333333,0.0003751641
undermines,0.8,0.0007503283
undermines / VBZ,0.8,0.0007503283
understand,0.55,0.0020634027
understand / VB,0.625,0.0018758207
understanding,0.4166666667,0.0009379103
understanding / NN,0.375,0.0005627462
understands,0.0909090909,0.0001875821
understands / VBZ,0.0909090909,0.0001875821
understated,0.2,0.0003751641
understated / VBN,0.2857142857,0.0003751641
undisputed,0.5,0.0005627462
undisputed / JJ,0.4,0.0003751641
undone,0.8571428571,0.0011254924
undone / VBN,0.8571428571,0.0011254924
undoubtedly,0.2857142857,0.0003751641
undoubtedly / RB,0.2857142857,0.0003751641
uneasy,0.75,0.0011254924
uneasy / JJ,0.75,0.0011254924
uneven,0.7083333333,0.0031888951
uneven / JJ,0.7083333333,0.0031888951
unexpected,0.08,0.0003751641
unexpected / JJ,0.08,0.0003751641
unexpectedly,0,0
unexpectedly / RB,0,0
unfaithful,0.6666666667,0.0015006565
unfaithful / JJ,0.6666666667,0.0015006565
unfamiliar,0.1666666667,0.0001875821
unfamiliar / JJ,0.1666666667,0.0001875821
unflinching,0,0
unflinching / JJ,0,0
unfocused,0.9,0.0016882386
unfocused / JJ,0.9,0.0016882386
unfolds,0.1428571429,0.0003751641
unfolds / VBZ,0.1428571429,0.0003751641
unforced,0,0
unforced / JJ,0,0
unforgettable,0,0
unforgettable / JJ,0,0
unfortunate,1,0.0009379103
unfortunate / JJ,1,0.0009379103
unfortunately,0.8,0.0045019696
unfortunately / RB,0.8,0.0045019696
unfunny,1,0.0048771337
unfunny / JJ,1,0.0048771337
uniformly,0.4285714286,0.0005627462
uniformly / RB,0.4285714286,0.0005627462
unimaginative,1,0.0016882386
unimaginative / JJ,1,0.0016882386
uninspired,1,0.0022509848
uninspired / JJ,1,0.0022509848
unintentional,0.9090909091,0.0018758207
unintentional / JJ,0.9090909091,0.0018758207
unintentionally,0.9,0.0016882386
unintentionally / RB,0.9,0.0016882386
uninteresting,1,0.0009379103
uninteresting / JJ,1,0.0009379103
unique,0.0869565217,0.0003751641
unique / JJ,0.0869565217,0.0003751641
universal,0.2222222222,0.0007503283
universal / JJ,0.2352941176,0.0007503283
unless,0.9375,0.002813731
unless / IN,0.9375,0.002813731
unlikable,1,0.0011254924
unlikable / JJ,1,0.0011254924
unlike,0.2,0.0007503283
unlike / IN,0.2,0.0007503283
unlikely,0.3076923077,0.0007503283
unlikely / JJ,0.3076923077,0.0007503283
unnecessary,1,0.0018758207
unnecessary / JJ,1,0.0018758207
unnerving,0.1111111111,0.0001875821
unnerving / JJ,0.125,0.0001875821
unoriginal,0.75,0.0011254924
unoriginal / JJ,0.75,0.0011254924
unpleasant,0.8,0.0022509848
unpleasant / JJ,0.8,0.0022509848
unpredictable,0.125,0.0001875821
unpredictable / JJ,0.125,0.0001875821
unpretentious,0,0
unpretentious / JJ,0,0
unsatisfying,0.7142857143,0.0009379103
unsatisfying / JJ,0.7142857143,0.0009379103
unsentimental,0.2222222222,0.0003751641
unsentimental / JJ,0.2222222222,0.0003751641
unsettling,0.1923076923,0.0009379103
unsettling / JJ,0.1923076923,0.0009379103
until,0.5806451613,0.0033764772
until / IN,0.5806451613,0.0033764772
unusual,0.2631578947,0.0009379103
unusual / JJ,0.2631578947,0.0009379103
unusually,0.4285714286,0.0005627462
unusually / RB,0.4285714286,0.0005627462
unwatchable,1,0.0009379103
unwatchable / JJ,1,0.0009379103
up,0.5973333333,0.042018383
up / IN,0.6176470588,0.0039392234
up / RB,0.4705882353,0.0030013131
up / RP,0.6071428571,0.0350778466
uplifting,0.25,0.0005627462
uplifting / JJ,0.2727272727,0.0005627462
upon,0.3703703704,0.0018758207
upon / IN,0.3703703704,0.0018758207
upper,0.6666666667,0.0007503283
upper / JJ,0.6,0.0005627462
ups,0.8,0.0007503283
urban,0.1666666667,0.0007503283
urban / JJ,0.1739130435,0.0007503283
urge,0.5,0.0005627462
urge / NN,0.5,0.0005627462
urgency,0.25,0.0003751641
urgency / NN,0.25,0.0003751641
us,0.3616071429,0.0151941474
us / PRP,0.3587443946,0.0150065654
use,0.3703703704,0.0018758207
use / NN,0.3571428571,0.0009379103
use / VB,0.4166666667,0.0009379103
used,0.4444444444,0.0022509848
used / VBD,0.4166666667,0.0009379103
used / VBN,0.4666666667,0.0013130745
useless,0.8,0.0007503283
useless / JJ,0.8,0.0007503283
uses,0.3421052632,0.0024385669
uses / VBZ,0.3823529412,0.0024385669
using,0.5,0.0015006565
using / VBG,0.5,0.0015006565
usual,0.28125,0.0016882386
usual / JJ,0.28125,0.0016882386
usually,0.4736842105,0.0016882386
usually / RB,0.4736842105,0.0016882386
utter,0.7692307692,0.0018758207
utter / JJ,0.7692307692,0.0018758207
utterly,0.4827586207,0.0026261489
utterly / RB,0.4827586207,0.0026261489
vague,1,0.0013130745
vague / JJ,1,0.0013130745
vaguely,0.5,0.0005627462
vaguely / RB,0.5,0.0005627462
valuable,0.2857142857,0.0003751641
valuable / JJ,0.2857142857,0.0003751641
value,0.5,0.0016882386
value / NN,0.5,0.0013130745
values,0.5294117647,0.0016882386
values / NNS,0.5,0.0015006565
vampire,0.75,0.0016882386
vampire / NN,0.7777777778,0.0013130745
van,0.7692307692,0.0018758207
van / NNP,0.75,0.0016882386
vanity,0.8333333333,0.0009379103
vanity / NNP,0.8333333333,0.0009379103
vapid,1,0.0013130745
vapid / JJ,1,0.0013130745
variation,0.6666666667,0.0007503283
variation / NN,0.6666666667,0.0007503283
variety,0.375,0.0005627462
variety / NN,0.4285714286,0.0005627462
various,0.7,0.0013130745
various / JJ,0.7,0.0013130745
vast,0.6,0.0005627462
vast / JJ,0.6,0.0005627462
veers,0.7142857143,0.0009379103
veers / VBZ,0.6666666667,0.0007503283
vehicle,0.5555555556,0.0018758207
vehicle / NN,0.5555555556,0.0018758207
vein,0.2857142857,0.0003751641
vein / NN,0.2857142857,0.0003751641
velocity,0.5714285714,0.0007503283
velocity / NN,0.5714285714,0.0007503283
venture,0.2,0.0001875821
venture / NN,0.2,0.0001875821
ver,0.4,0.0003751641
verbal,0.3333333333,0.0003751641
verbal / JJ,0.3333333333,0.0003751641
version,0.5,0.0052522979
version / NN,0.5,0.0052522979
versions,0.1666666667,0.0001875821
versions / NNS,0.1666666667,0.0001875821
versus,0.3333333333,0.0003751641
versus / CC,0.3333333333,0.0003751641
verve,0.4444444444,0.0007503283
verve / NN,0.4444444444,0.0007503283
very,0.4879032258,0.0226974301
very / JJ,0.5714285714,0.0007503283
very / RB,0.4854771784,0.0219471019
veteran,0.2,0.0001875821
via,0.6,0.0005627462
via / IN,0.6,0.0005627462
vibrant,0.2,0.0005627462
vibrant / JJ,0.2,0.0005627462
victim,0.6666666667,0.0011254924
victim / NN,0.6666666667,0.0011254924
victims,0.2727272727,0.0005627462
victims / NNS,0.2727272727,0.0005627462
video,0.803030303,0.0099418496
video / NN,0.8421052632,0.0090039392
video / NNP,0.625,0.0009379103
videos,0.8333333333,0.0009379103
videos / NNS,0.8333333333,0.0009379103
vietnam,0,0
vietnam / NNP,0,0
view,0.4137931034,0.0022509848
view / NN,0.4615384615,0.0022509848
viewed,0.1666666667,0.0001875821
viewed / VBN,0.1666666667,0.0001875821
